LHS,RHS,Count
VBP,start,2
PP-LOC-CLR,NP-ADV IN NP,1
NP-ADV,$ CD -NONE-,1
CD,749,1
NN,predecessor,1
NN,model,1
JJR,more-powerful,1
NN,engine,2
CD,"12,345",1
JJ,low-base-price,1
JJ,publicized,1
NNS,rebates,1
NP-LGS,NP JJ CD,1
CD,Three,1
S-TPC,"CC `` PP , NP-SBJ VP",1
NN,rebate,1
VP,VB ADVP-MNR '' SBAR-PRP,1
VBZ,cheapens,1
NNP,Mignanelli,1
NP,NP NNP NNS NN,1
VP,VB ADVP-LOC-CLR PP-LOC,1
RB,behind,1
NN,segment,1
NP-SBJ,PRP$ NNP,1
NNP,Sentra,2
VP,VB PRT PP-CLR ADVP-LOC,1
NX,NNP NNP,3
NNP,Civic,1
NNP,Corolla,1
VP,VBZ NP PP-TMP : SBAR-TMP,1
VBZ,launches,1
NP,PRP$ NN NNP NN,1
NNP,Infiniti,9
SBAR-TMP,SBAR CC SBAR,1
SBAR,NP-ADV IN S,2
NP-ADV,CD NNS,2
NN,Honda,1
VBD,pioneered,3
NP-SBJ,NP NNP,1
NNP,Lexus,5
VBG,advertising,2
NP-ADV,RB CD NNS,1
RB,fully,2
CD,eight,1
VBD,hit,1
NNS,showrooms,1
NNS,fences,1
NNS,rocks,1
NN,pussy-willow,1
NNS,buds,1
VP,VBN NP SBAR-PRP,2
VBN,generated,3
NNS,laughs,1
NN,plenty,2
PP-PRD,ADVP IN NP,1
NP,NP NNS NNS,1
VP,"VB NP NP-TMP , S-ADV",2
CD,"3,500",1
NP,DT ADJP NNP NNP NNS,1
CD,"38,000",1
NNP,Q45,1
VBG,sending,2
VP,VB NP NP-TMP PP-LOC,1
CD,"49,000",1
NN,LS400,1
S-TPC,"SBAR-TMP , NP-SBJ VP",1
VBD,saw,1
NP,DT NNP NNS NNS,1
NNS,projections,1
VBZ,confesses,1
NNP,Takashi,1
NNP,Oka,3
S,CC PP PRN NP-SBJ VP .,1
NN,reflection,1
VBD,concluded,1
VP,VBG ADJP-PRD PP-LOC,1
JJ,slow-startup,1
VBG,copying,1
JJ,21st,1
NN,hurry,1
VB,generate,1
S-TPC,"PP , NP-SBJ VP",2
NP,CD JJ NNP NNS,1
QP,IN JJS CD,4
VB,afford,1
CD,114.63,1
CD,868,1
NP-TMP,JJ NNP CD,1
NP,DT QP NNS,1
CD,20.39,1
ADVP-TMP,"ADVP , SBAR",1
VP,VBN NP ADVP PP-MNR,1
VP,VBG NP-CLR PP-CLR,1
NN,advantage,2
VP,"VP , NP-ADV",3
VB,earn,2
QP,RB CD CD,1
CD,4.7,1
NP,DT PRP$ NN,1
NN,cost-cutting,1
JJ,efficient,1
CD,2.3,1
CD,4.3,1
S,"S-PRP , NP-SBJ ADVP-TMP VP .",1
VP,RB NP,1
NN,gap,2
JJ,top-level,1
JJ,cost-cutting,1
VP,ADVP-TMP VBG NP PP-LOC,1
VBG,building,1
NNS,arenas,1
VP,VP,1
NP,NP PRN CC RB NP,1
JJ,enviable,1
PRN,", ADVP SBAR-TMP ,",1
VP,VB PRT,2
JJ,managerial,1
NNS,headaches,2
NP-SBJ,NP NNP NNS,1
PRN,: PP :,2
NP,"NN , NNS , NN , NN , FW",1
NN,manufacturing,2
FW,etc.,1
VP,VBP ADVP-MNR ADVP-CLR,1
VBP,report,2
RB,separately,1
NNP,Tennessee,2
VP,VBD PRT NP PP-MNR,1
VBD,beat,1
NP,DT NNP NNP NNPS VBG NN,1
NNP,Auto,1
NNPS,Workers,1
VBG,organizing,1
JJ,transitional,1
VBG,overseeing,1
S,"ADVP NP-SBJ , ADVP , VP .",1
NN,challenge,1
VP,VB S-PRD,1
NNS,personnel,1
NP,DT `` NN CD '' NN NN,1
NN,Phase,1
NN,cultural-reform,1
PP-PRD,NP-ADV IN NP,1
NP-ADV,RB JJ NN,1
RB,many,1
VP,"VBZ , ADVP , SBAR",1
NN,momentum,1
JJ,unstoppable,1
NP-SBJ,NNP NNPS . NNPS,1
NNPS,Bros,1
VB,form,1
JJ,recorded-music,1
JJ,music-publishing,1
NP,JJ NNP NNPS NNP NNP NNP,1
NNP,MCA,4
NNP,Irving,1
NNP,Azoff,4
VB,disclose,1
VBZ,produces,1
VBN,distributed,1
VP,VBD PP-CLR PP-TMP,1
SBAR-PRP,IN `` S,1
NN,standing,1
VP,VB NP NP PP-LOC,1
VP,VBZ ADVP RB VP,1
RB,purposely,1
VP,VBG S SBAR-PRP,1
NN,summit,6
NN,expectation,1
JJ,detailed,2
NNS,agreements,4
RB,Rather,1
JJ,unexpected,1
VP,VBN NP PP PP-PRP,1
VBG,conducting,2
NN,diplomacy,1
VP,"VB PP-TMP , S-ADV",1
NP,NNP CD CC CD,1
VBG,alternating,1
NP,NP CC NP NX,1
NP,DT NNP NX,1
NX,-NONE-,2
JJ,naval,3
NN,vessel,1
NNP,Mediterranean,1
NNP,Sea,1
JJ,unusual,2
JJ,seaborne,1
VB,disrupt,1
NP,"NP NP-TMP , SBAR-LOC",1
NP,DT JJ NN VBG,1
NP-TMP,JJ NN CC NN,1
SBAR-LOC,WHPP S,1
VP,VBZ ADJP-PRD PP-LOC,1
VBG,announcing,1
NP,DT `` JJ NNS CC NNS,1
NNS,decisions,2
VP,VBZ ADVP SBAR-PRD,1
VP,VB `` ADJP-PRD '',1
ADJP-PRD,RBR VBN,1
VBN,acquainted,1
NN,agenda,2
NN,diversion,1
NP,DT JJ JJ NNS CC JJ NN,1
JJ,serious,1
JJ,ethnic,1
NN,unrest,1
VB,bolster,2
NN,stature,1
NNS,academics,1
VP,VBN NP ADVP-TMP PP-LOC PP-CLR,1
VBN,criticized,1
PP-LOC,IN ADVP,1
ADVP-MNR,RB RB CC RB,1
RB,slowly,1
VBG,reacting,1
NP,NP ADVP-DIR PP-LOC,1
JJ,historic,1
NN,communism,1
JJ,face-to-face,1
VB,damp,1
NN,criticism,1
NP-SBJ,"NP PRN , SBAR ,",1
NNP,Majority,1
NNP,Leader,1
NNP,George,5
NNP,Maine,1
NN,critic,2
NN,handling,1
VBD,praised,1
VBG,arranging,1
VP,VBD : `` S,2
JJ,mere,1
NN,substance,1
VP,VBN NP ADVP PP-LOC,1
RB,simultaneously,1
NNP,Moscow,6
VP,VBN NP PP-LOC S-PRP,1
NNS,ships,1
NN,sea,3
NNS,groups,5
NNS,advisers,1
S-TPC,PP-MNR NP-SBJ VP,1
VP,VB PRN NP,1
NP,"NP , NP PP",1
NNS,appearances,1
S,"NP-SBJ , PP-LOC , VP . ''",1
NN,conference,2
VBP,plan,1
JJ,full-scale,1
JJ,spring-early,1
S,NP-SBJ ADJP-PRD PRN S,1
SBAR,FRAG,1
FRAG,RB JJ,1
JJ,interim,1
VP,VBD `` S,1
VBP,cover,1
VBN,featured,1
NP,JJR NN JJ NNS,1
JJ,U.S.-Soviet,1
NP,"NP , NP , NP , NP , NP , NP , CC NP",1
JJ,human,3
JJ,regional,1
NNS,disputes,1
NN,cooperation,3
NP,JJ NNS S,2
NP,"NNS , NN CC NN",1
NNS,narcotics,1
NN,terrorism,1
VP,ADVP VBD NP PP-CLR,1
VBD,mentioned,1
VP,VBZ PP-TMP VP,1
VP,ADVP-MNR VBG NP S,1
VBG,urging,3
VBD,hoped,1
VP,"VB NP PP , PP-LOC",1
RB,possibly,2
NP,JJS NN NN,1
JJS,Most-Favored,1
NN,Nation,1
NNS,tariffs,1
NNS,exports,1
S,PP-LOC NP-SBJ NP-TMP VP .,1
RB,unusually,1
JJ,candid,1
NN,woe,1
NP-SBJ,QP NNPS,1
FW,perestroika,1
VP,VB PP-DIR PP-TMP,1
VB,grow,3
NP,DT NN CD,1
CD,2005,1
NNS,Economists,1
VBG,proposing,1
NNS,benefits,2
NP,CD NNP NN NN,1
JJ,knowledgeable,1
VBD,cautioned,1
NNS,initiatives,1
NN,opening,1
NP,"NP , CC NP , CC NP",1
VP,MD DT VP,1
VP,"VB PRT , PP",1
PP,CC PP-MNR,1
NP,DT RB JJ NN,2
NP-PRD,JJ NNP NNP,1
JJ,vintage,1
NP-PRD,NP JJ NN,1
VP,POS S-PRD,1
VBG,wanting,1
NN,plight,1
JJ,chemical,1
NP-PRD,JJ NN NNS,1
SBAR,"IN , S",1
PP,VBN NP,1
VB,pass,2
VB,press,1
NNS,cuts,1
NNS,navies,1
VP,VBN NP-PRD PP PP-TMP,1
VBG,recurring,1
S,SBAR-TMP NP-SBJ VP,1
NNP,Kremlin,1
VP,VBZ PRT PP-CLR,2
RP,through,1
NP,JJS NN,2
JJS,greatest,2
NP,JJR NN S,1
NN,willingness,2
VP,VBP ADJP-PRD ADVP-PRP,1
JJ,anxious,1
VB,insist,1
NNS,comparisons,1
NP,DT JJ JJ ADJP NN NN,1
RB,loosely,1
JJ,structured,1
NN,superpower,1
NN,gathering,1
NP,NP CD NN,1
NP,JJ NNP NNP POS,1
NNP,Reykjavik,1
NNP,Iceland,1
VP,VBD NP PP-DIR SBAR-PRP,1
NNS,shivers,1
NN,alliance,1
VBN,pulled,1
PP-DIR,IN S-NOM,1
VBD,initiated,1
VP,"VBG NP PP-DTV NP-TMP , SBAR",1
RB,readily,1
S,"CC S , CC S .",1
NN,word,2
NN,handful,1
JJ,second-level,1
VP,VBG PP-TMP SBAR,1
NP,JJ DT JJ NN,2
NN,get-together,2
S-CLF,"SBAR-ADV , NP-SBJ ADVP VP .",1
VP,VBD NP-PRD SBAR,1
NN,bloc,2
VP,VBD SBAR PP-TMP,1
VP,VBG PP-LOC PP-TMP PP-CLR,1
VBD,urged,2
VB,transform,1
VP,VB NP S,1
VB,urge,1
VB,loosen,1
NN,grip,1
NN,aide,1
RB,home,2
VBD,drafted,1
VBG,suggesting,2
VB,precede,1
NNP,Gumbel,1
NP-SBJ,NNP NNP FW NNP,1
NNP,Banca,1
NNP,Nazionale,1
NNP,Lavoro,1
VBG,lending,1
NNP,Iraq,1
CD,1.175,1
CD,872,1
VBG,marking,1
NN,quantification,1
JJ,unauthorized,1
NN,lending,1
NNP,BNL,6
NP-SBJ,PRP$ NNP NN,1
NNP,Georgia,1
VP,VBN PRT NP PP,1
VBG,topping,1
JJ,Rome-based,1
JJ,State-owned,1
NNP,Christopher,1
NNP,Drogoul,1
NN,breach,1
JJ,fiduciary,1
VP,"VBN `` PP-TMP , '' NP",1
JJ,in-depth,1
NN,discussion,2
VBG,outlining,1
JJ,state-owned,1
VP,VBN NP S,2
VBN,ordered,2
VP,VB PRT PP-CLR PP-TMP,1
JJ,suitable,1
VB,shore,1
VB,account,1
NNP,Rome,1
VBN,outlined,1
ADJP,QP NNS,1
JJ,capital-raising,1
VB,elaborate,1
WHNP,WDT NNS,1
RB,Hardly,1
NNS,photos,1
VBG,dragging,1
JJ,limp,1
NNS,protesters,4
NN,thoroughfare,1
NNS,cities,1
SINV,PP-PRD-TPC VP NP-SBJ .,2
PP-PRD-TPC,IN NP,1
PP-PRD,-NONE-,2
NP,"NP , NP , NP , NP , NP , NP CC NP",3
NP,DT JJ CC NNS,1
JJ,pro-,1
NNS,anti-abortionists,1
JJ,anti-nuclear,1
NNS,activists,1
NP,NN NNS NNS,1
JJ,concerned,1
NN,racism,1
JJ,anti-apartheid,1
NP,JJ JJ `` NNS '',1
JJ,self-styled,1
NNS,environmentalists,1
JJ,dissatisfied,1
NNP,AIDS,1
S,ADVP NP-SBJ VP,1
RB,Maybe,2
NNP,Mohandas,1
NNP,Gandhi,2
JJ,recognizable,1
NP,NP SBAR-ADV,2
JJ,non-violent,13
NN,disobedience,14
NNP,Mahatma,1
PRN,", CC `` NP , ''",1
RB,great,1
JJ,souled,1
VBD,instigated,1
NNS,campaigns,1
JJ,passive,1
NNP,India,2
S,"ADVP , PP , `` S '' CC S . ''",1
RB,Unfortunately,1
NNP,Webster,1
NNP,Biographical,1
NNP,Dictionary,1
VP,VBD : PP-CLR,1
NNS,riots,1
NNS,disturbances,1
S,ADVP-TMP NP-SBJ `` VP,1
VBN,renewed,1
NN,imprisonment,1
NN,proponent,1
NN,breaking,6
JJ,justified,1
VP,VBD ADVP-TMP PP-PRD,1
NN,occupation,1
NNPS,Indians,2
RB,vitally,1
VBD,affected,1
VP,"VBZ ADJP-PRD , ADVP , S",1
VP,VB NP SBAR-LOC,1
NP,"NP , ADJP ,",1
ADJP,JJ CC RB,1
SBAR-LOC,WHADVP S,2
NNS,citizens,1
VP,VBP NP S-PRP ADVP-LOC,1
NN,recourse,1
NN,ballot,2
NN,box,1
S,"SBAR-LOC , NP-SBJ VP .",1
WRB,Where,3
RB,truly,2
JJ,representative,1
VP,VBN NP PP ADVP-LOC,1
VBN,safeguarded,1
NNS,protections,1
VB,construe,1
NN,excuse,2
NP-SBJ,DT NN CC NN,1
NN,individual,2
VBZ,disagrees,1
VP,VBZ ADJP-PRD ADVP-LOC,1
JJ,pinpointed,1
ADJP,ADJP SBAR,1
ADJP,RB RB JJ PP,1
JJ,non-invasive,2
VB,criticize,1
NP-SBJ,"NP PP ,",1
NNP,Rosa,1
NNP,Parks,1
NN,woman,2
NN,back,1
NN,bus,1
VP,VBZ PP-CLR PP-CLR,1
VB,mind,1
NN,illustration,1
ADJP-PRD,ADVP JJ,1
ADVP,RB RB RB,1
JJ,benign,1
NN,tendency,1
VB,equate,1
JJ,lawful,3
NNS,demonstrations,5
NN,difference,1
JJ,Lawful,1
JJ,peaceful,1
NN,picketing,1
NNS,assemblages,1
VB,cause,1
NN,nuisance,1
JJ,Civil,1
JJ,violent,2
JJ,intentional,1
S,"S : CC , S .",1
NP-PRD,JJ JJ NN,1
VP,VBP PRT PP-CLR,1
NP,RB DT JJ JJ NNS,1
JJ,tangential,1
NNS,grievances,2
NN,delight,2
NN,overuse,1
NNS,slogans,1
VBN,chanted,1
NNS,bullhorns,1
JJ,militant,1
NNS,gestures,1
JJ,accusatory,1
RB,emotionally,1
JJ,inspired,1
JJ,Civilized,1
NN,discourse,1
VP,VB ADVP-LOC,1
NN,posture,1
VBN,abetted,1
NP-LGS,JJ NNS NNS,1
JJ,superficial,1
NNS,interviews,1
JJ,overused,1
RB,boringly,1
JJ,uninformative,1
NNS,stimuli,1
VBP,lead,2
NNS,Demonstrations,1
VP,VBP ADJP-PRD SBAR-TMP,1
JJ,apt,1
VB,degenerate,1
NN,conduct,1
NN,site,1
NN,grievance,2
VBP,become,2
JJ,mobile,1
JJ,Petty,1
NNS,criminals,1
NN,street,2
VBG,looking,1
NN,excitement,1
VP,VBP NP PP-MNR PP-CLR,1
VBP,attach,1
NNS,remora,1
NNS,fringes,1
VBP,use,1
NN,protest,3
NN,rock,1
NN,throwing,1
NN,trashing,1
NN,arson,1
NN,window,2
NN,looting,1
NN,pocket,1
NN,picking,1
NN,hooliganism,1
RB,Soon,1
NN,demonstration,4
NN,mob,1
NN,mania,1
NN,cause,3
S,"SBAR , NP-SBJ VP .",2
VP,"VBZ NP-PRD , PP ADVP-LOC",1
PP,RB IN NP,1
NN,harm,1
NNS,misdemeanors,1
NP,"NP , NP , S-NOM CC NP",1
NN,trespass,1
VBG,galvanizing,1
JJ,all-important,1
NP-SBJ,NP SBAR-PRP,1
SBAR-PRP,WHNP S,2
VB,Assume,3
NN,neighborhood,1
VB,protest,1
NN,speeding,1
JJ,careless,1
NN,accident,1
VP,"VBP ADVP PP-LOC , S-ADV",1
VBP,lie,1
VP,VBP NP ADVP-DIR,1
NN,someone,1
VP,VB NP ADVP-DIR ADVP-MNR S-PRP ADVP-MNR,1
NN,ambulance,1
ADVP-DIR,IN,1
NN,hospital,1
VBZ,dies,1
VP,VBN ADVP NP,1
NN,misdemeanor,1
JJ,terminal,1
NN,TV,6
VBG,airing,1
NN,celebrity,1
NN,politician,1
VBG,appearing,1
NN,rancor,1
VP,VBP NP PP-LOC-CLR PP-MNR,1
VBP,chain,1
NNS,cameras,1
VB,refund,1
NNS,advertisers,2
VBZ,loses,1
JJ,considerable,1
NN,prestige,1
NNS,demonstrators,1
NNS,trespasses,1
VP,VBN S-PRD,1
VP,TO ADVP VP,3
VB,impair,1
JJ,unconnected,1
S,"S , RB S . ''",1
VB,popularize,1
VP,VBN NP ADVP-LOC,1
VBN,hypothesized,1
RB,above,1
VP,VB ADVP NP-PRD,1
PP,IN `` NP-SBJ,1
NNS,chickens,1
VP,VBG ADVP-DIR S-PRP,1
VB,roost,1
S,CC ADVP NP-SBJ VP .,1
RB,maybe,2
NNP,Geraldo,1
NNP,Phil,1
NN,camera,1
VB,interview,1
JJ,chained,1
VB,Let,3
VP,VB PP-TMP PP-CLR,1
VP,ADVP VBZ NP ADVP-MNR,1
VBZ,harms,1
RB,indirectly,1
JJ,irreparable,1
VP,VBD S PP-TMP,1
VB,disobey,1
NN,call,1
NNP,Vietnam,3
VP,VBD PP-DIR S-PRP,1
NN,sanctuary,1
NP-SBJ,"NP PP , SBAR , ''",1
JJ,cowardly,1
NNS,acts,1
VB,hide,1
NN,cloak,1
NN,outrage,1
VBD,characterized,1
PP-CLR,IN `` ADJP,1
JJ,immoral,2
VBD,weakened,1
NN,fabric,1
NNS,burdens,1
VP,VBD ADVP-MNR PP-LOC,1
VBD,served,1
RB,honorably,1
PP-PRD-TPC,ADVP IN NP,1
NN,fault,1
NP-SBJ,NP PP-LOC SBAR,1
PP-LOC,PP CC PP NP,1
VP,"VBD CC VBD NP , S-ADV",1
VBD,supported,1
NNS,defections,1
VP,ADVP VBG NP PP-DTV,1
NN,comfort,1
NN,enemy,1
NNS,propagandists,1
JJ,amazing,1
NP,DT VBG NN NNS,1
VBG,ensuing,1
NN,mass,1
NNP,Cambodia,2
VB,weight,1
ADJP,RB RB JJ,1
RB,morally,1
JJ,fine-tuned,1
VP,VBD PP-CLR S,1
JJ,well-meaning,1
JJ,naive,1
VB,administer,2
NN,infamy,1
IN,upon,2
VP,VBD CC VBD PP-LOC,1
S,"PP-LOC , '' NP-SBJ VP . ''",1
PP,IN `` S-NOM,1
VBG,healing,1
NNS,wounds,1
NNP,Carter,1
VBD,pardoned,1
NN,draft,1
NNS,evaders,1
NN,dignity,1
NP,NP `` NN,1
NN,immorality,1
SBARQ,"S-ADV , WHNP SQ .",1
NN,precedent,1
NNS,generations,1
VP,VBN PP-CLR S-PRP-CLR,1
RB,upon,1
VP,VBP PP-CLR PP-MNR,1
NN,temptation,1
S-NOM,NP-SBJ ADVP VP,1
VBG,declaring,1
VB,point,1
RB,extraordinarily,1
NN,visibility,1
VB,Give,1
RB,live,1
VP,VBZ PP-CLR NP,1
SQ,VBP NP-SBJ VP .,1
NN,spotlight,1
SINV,ADVP-LOC-PRD-TPC VP NP-SBJ,1
VP,VBZ ADVP-LOC-PRD,1
JJ,sincere,1
PP,IN SBAR-ADV,1
DT,either,4
PRP,yourself,1
VP,VBN ADJP-PRD PP-MNR,1
JJ,informed,1
NN,act,2
JJ,probable,1
JJ,thorough,2
NN,airing,1
JJ,calm,1
JJ,rational,1
NP-PRD,DT JJR NN,1
NNP,Agnew,1
VP,VBD NP-PRD PP-TMP SBAR-TMP,1
CD,1973,1
NNP,Gov.,1
NNP,Deukmejian,1
NNS,legislators,2
JJ,one-quarter-cent,1
NNS,repairs,1
NN,relief,2
NN,legislature,1
NP,DT VBN QP -NONE-,2
NP-LGS,DT NNP CD NN,1
NN,quake,1
QP,RB JJ IN $ CD CD,1
CD,3.45,1
JJ,gubernatorial,1
NN,emergency,2
VBZ,stands,1
SINV,"`` S-TPC , VP NP-SBJ , PP-TMP .",1
JJ,aware,1
JJ,bipartisan,1
NP,NP '' PP,1
NN,outline,1
JJ,revenue-raising,1
JJ,legislative,1
JJ,quake-relief,1
NP,DT JJ ADJP NNS NN,1
JJ,six-cent,1
NP-TMP,DT NNP CD,1
VP,VB NP-TMP-CLR,1
NP-TMP-CLR,"NNP CD , CD",1
NN,sales-tax,1
VBN,preferred,1
VBN,boosted,1
NN,gasoline,1
VBD,expressed,1
NN,gas-tax,1
VP,VB ADVP-CLR,1
ADVP-CLR,RB RB,1
VB,damage,1
JJ,gas-tax-increasing,1
NN,initiative,1
NNS,voters,2
NNP,Kimberly-Clark,3
VBD,posted,1
NP-SBJ,DT UCP NN,1
UCP,NNS CC NN,1
NNS,consumer-products,1
NN,net,1
CD,108.8,1
CD,1.35,1
PP-DIR,"IN NP , ADVP-TMP",2
CD,90.5,1
CD,1.12,1
VP,VBD NP-EXT PP-DIR PP-DIR,4
CD,6.2,1
CD,1.45,1
CD,1.37,1
VP,VBN NP ADVP PP-CLR,2
PP-CLR,"PP , CC PP",1
NNS,diapers,1
NN,tissue,2
JJ,feminine-care,1
NN,Newsprint,1
VP,VBD S PRN PP-PRP,1
JJ,industrywide,1
NN,discounting,1
JJ,quarter-to-quarter,1
NN,comparison,1
VBN,enhanced,1
NP-LGS,"NP VP , PP",1
JJ,related,1
NN,modernization,1
NN,pulp,1
NN,mill,1
S,"PP-TMP ADVP , NP-SBJ VP .",1
NN,expense,1
VP,"VBD NP-EXT PP-DIR , PP-DIR",1
CD,313.2,1
CD,3.89,1
CD,283.9,1
CD,3.53,1
CD,6.7,1
CD,4.27,1
NP,NNP NNP NNP NNP JJ NN,1
CD,66.50,1
CD,1.50,1
S-HLN,NP-TTL-SBJ VP .,2
NP-TTL-SBJ,JJ NNS,1
JJ,INTENSIVE,1
NNS,AUDITS,1
VP,VBG PP-CLR PP-CLR,1
CD,"55,500",1
NN,guinea,2
NNS,pigs,2
JJ,Unsuspecting,1
NNS,filers,3
VP,VBD ADVP-MNR PP-CLR S-PRP,1
VBD,picked,3
RB,randomly,1
NN,audits,4
VB,update,1
NNS,criteria,1
NN,enforcement,1
NN,selection,1
NP-SBJ,DT JJ NNP NNP NNP NNP NN,1
NNP,Taxpayer,1
NNP,Compliance,1
NNP,Measurement,1
NNP,Program,1
VBD,covered,1
JJ,1988-return,1
VBZ,starts,1
NP-SBJ,ADJP NNP NNS,1
RB,Specially,1
JJ,trained,1
NNS,agents,2
JJ,under-reported,1
NNS,deductions,3
NNS,credits,1
ADVP,JJR IN,1
NNS,inquiries,1
NNS,dependents,1
NN,living,1
S,CC NP-SBJ ADVP VP .,3
JJ,allowable,1
JJ,satisfied,1
NNS,Courts,1
VBN,ruled,1
NNP,TCMP,3
VP,VB PP-CLR NP,1
VB,excuse,1
JJ,fullscale,1
NNS,rigors,1
VP,VBN NP PP-MNR PP-CLR,1
VBN,audited,1
NP,DT CD CC CD,1
NNS,Rewards,1
VP,VP PRN PP,1
VBN,suggested,1
PRN,: CC VP :,1
VP,VBP PP-DIR PP-MNR,1
S-HLN,"S-TPC , NP-SBJ VP .",2
NN,PENALTY,1
NN,OVERHAUL,1
NP-SBJ,JJ NNS S,1
JJ,Long-debated,1
VB,simplify,1
NP,DT QP JJ NNS,1
NNS,penalties,3
ADJP-PRD,JJR CC JJR SBAR,1
JJR,fairer,1
VP,VBN NP PP-CLR SBAR-TMP,1
NN,penalty,3
VP,VB PP-EXT PP-TMP,1
VB,fall,1
CD,216,1
VP,"VBZ NP-PRD , SBAR-ADV , SBAR-ADV",1
NN,candidate,1
NN,enactment,1
SBAR-ADV,RB IN FRAG,1
FRAG,RB NP-TMP,1
NNS,provisions,2
VBN,modified,1
NNP,Sen.,1
NNP,Pryor,1
VBZ,backs,1
PRN,": PP , NP",1
NP,"NP , RB NP",1
NNS,sanctions,1
NN,negligence,1
NNS,misstatements,1
JJ,delayed,1
NN,payroll-tax,1
NP,JJ NN CD,1
JJ,faulty,1
NN,Form,1
CD,1099,1
VP,VBP ADVP-MNR NP,1
VBP,correct,1
RB,voluntarily,1
VBZ,urges,1
NNS,deterrents,1
NNS,TAXPAYERS,1
NNS,RIGHTS,1
NP-SBJ,DT CD NN NN,1
VBG,spelling,1
NP,NNP NNS S,1
NN,assessment,1
NN,collection,1
NNS,States,1
VP,VBG NP-CLR,1
VBD,enacted,1
NP-SBJ,"NP , NP , NP , NP CC NP",1
NNP,Illinois,1
NNP,Kansas,1
NNP,Ohio,1
NNP,Oregon,1
NNP,Carolina,2
NNP,Federation,1
NNPS,Administrators,1
NP,DT NN NNS POS,1
VBZ,reports,1
NN,taxpayer,1
NP-PRD,"NP PP , SBAR",1
NN,Committee,1
NNP,Taxation,1
VBZ,comprises,1
CD,330,1
NN,multistate,1
VBZ,advises,1
NNPS,Chambers,1
NNP,Mark,1
NNP,Cahoon,1
VP,VBN PP-CLR PP-LOC SBAR,1
NN,introduction,1
NNP,Minnesota,1
JJ,evenhanded,1
VBG,affecting,1
NP,NP PP-LOC PP-LOC,1
NN,uniformity,1
JJ,10-point,1
VBN,patterned,1
S-HLN,S-TPC : S .,1
S-TPC,"S , NP-SBJ VP",1
NN,MILEAGE,1
VP,VBN PP-DIR PP-DIR,1
NP,NP NP-ADV PP,1
CD,25.5,1
NN,mile,2
VBZ,stays,1
FRAG,ADVP ADJP : NP .,1
JJ,unaltered,1
NN,moving,1
NP-TTL-SBJ,NNP NNS,1
NNP,IRA,1
NNS,BALANCES,1
VP,VBN NP-TTL S-CLR PP-LOC,1
NP-TTL,-NONE-,1
VB,qualify,1
VBN,entered,2
NP-LGS,NNPS NX,1
NNPS,Reps.,1
NX,NX PRN,2
NX,NNP,3
NNP,Chandler,1
NNP,Wash,1
NNP,Andrews,1
VB,thwart,1
NP,DT JJ NNP NNP NN SBAR,1
NN,individual-retirement-account,1
NN,checking,1
VBZ,violates,1
NNP,HUGO,1
VBD,FELLED,1
NNS,timberlands,1
NN,delegation,1
NP,NP SBAR-PRP,1
NP,NNP CC NNP NNS,1
JJ,casualty-loss,1
NNS,growers,2
NN,hurricane,1
NN,disaster,1
PRP,HE,1
VBD,RODE,1
PRP$,HIS,1
NN,HOBBY,1
S,S : SQ .,1
VBZ,weighs,1
JJ,sideline-business,1
SQ,VBP NP-SBJ VP,1
VB,stem,1
JJ,profit-seeking,1
JJ,nondeductible,1
NN,hobby,1
NNS,functions,1
NNP,Givens,3
NP,"NP , NNP",1
NNP,Vernon,1
NNP,Ind.,1
NN,broker,1
NN,ex-accountant,1
NN,stable,1
VBD,bred,1
NP,NNP VBG NNS,1
VBG,Walking,1
NNS,Horses,1
NNS,cattle,3
VP,ADVP-TMP VBD NP PP-CLR,1
S,S : CC S .,1
CD,"42,455",1
JJ,Special,1
NNP,Galloway,1
S,S : S,2
NN,horse-breeding,1
JJ,businesslike,2
VP,"VP , VP , VP , VP , CC VP",1
NN,conservation,1
VBD,enhanced,1
VBD,spent,3
NN,sideline,1
NP-SBJ,PRP$ JJS NN NN,1
NN,brood,1
NN,mare,1
CC,Yet,1
NN,care,1
VB,deduct,1
NP,PRP$ $ CD -NONE-,1
CD,"30,180",1
NN,horse,1
NN,breeding,1
VBD,rejected,1
CD,"12,275",1
NP-HLN,NNS :,2
NNS,BRIEFS,1
S,NP-SBJ ADVP-TMP VP : .,1
NP,JJ NNP NN,1
CD,"19,000",1
VB,name,1
NNP,Donald,1
NNP,Kirkendall,1
NN,inspector,1
NN,ratification,1
NN,arbitrator,7
NP,NNP NNPS NNS,1
QP,IN $ CD CD CC $ CD CD,1
VB,complicate,1
VBG,examining,1
JJ,unclear,1
VBG,overturning,1
NP,DT JJ `` NN NN '' NN,1
JJ,long-simmering,1
VBZ,predates,1
NP,NP NN CD NN,1
NN,petition,1
NP-SBJ,DT NP JJ NN NNS S,1
VBN,failed,1
JJ,material,1
NN,Bankruptcy,1
NP-SBJ,JJ DT NN NN,1
NN,arbitration,1
VP,VB PP-CLR PP-CLR,2
NN,leeway,1
NNP,Burton,1
NNP,Lifland,1
VP,VB SBAR ADVP-LOC,1
S,"SBAR-ADV , NP-SBJ ADVP VP",1
VBP,collect,1
VBD,issued,2
VBD,let,1
NN,back-pay,1
VBZ,calls,2
NP-SBJ,DT ADJP JJ NN,1
RB,mutually,1
JJ,acceptable,1
